"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C7H8N2"	"[M + H3N + H]+"	"C7H12N3+"	"Amino acids and Peptides"	0.449	"Peptide alkaloids"	0.876	"Pyrazine and Piperazine alkaloids"	0.959	"Organoheterocyclic compounds"	0.997	"Diazines"	0.641	"Pyrazines"	0.514	NA	NA	"Pyrazines"	0.514	"Organic compounds; Organoheterocyclic compounds; Pyrazines; Organonitrogen compounds; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	138.103	692	11.527	707667441680305024	707666565439823232	2734	NA	2734
1	"C7H5N3"	"[M + H3N + H]+"	"C7H9N4+"	"Alkaloids"	0.988	"Nicotinic acid alkaloids"	0.926	"Pyridine alkaloids"	0.926	"Organoheterocyclic compounds"	0.991	"Pyridines and derivatives"	0.674	NA	NA	NA	NA	"Pyridines and derivatives"	0.674	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	149.082	692	11.529	707667440363293440	707666564617739520	2712	NA	2712
2	"C45H78N2O8"	"[M + H3N + H]+"	"C45H82N3O8+"	"Amino acids and Peptides"	0.208	"Oligopeptides"	0.22	"Depsipeptides"	0.036	"Benzenoids"	0.677	"Benzene and substituted derivatives"	0.686	"Phenylpropanes"	0.573	NA	NA	"Phenylpropanes"	0.573	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	792.606	692	11.542	707667430745753984	707666566052191616	2747	NA	2747
2	"C32H62N4O10"	"[M + H]+"	"C32H63N4O10+"	"Amino acids and Peptides"	0.326	"Oligopeptides"	0.249	"Depsipeptides"	0.055	"Organic acids and derivatives"	0.983	"Carboxylic acids and derivatives"	0.966	"Amino acids, peptides, and analogues"	0.55	"Amino acids and derivatives"	0.542	"Alpha amino acids and derivatives"	0.509	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	663.454	692	11.542	707667441290234752	707666566341598592	2754	NA	2754
8	"C34H60N4O10"	"[M + H]+"	"C34H61N4O10+"	"Amino acids and Peptides"	0.933	"Oligopeptides"	0.955	"Depsipeptides"	0.172	"Organic acids and derivatives"	0.993	"Carboxylic acids and derivatives"	0.976	"Amino acids, peptides, and analogues"	0.839	"Amino acids and derivatives"	0.825	"Alpha amino acids and derivatives"	0.762	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	685.436	693	11.544	707667572932663168	707666566140272000	2749	NA	2749
2	"C41H75N3O9"	"[M - H2O + H]+"	"C41H74N3O8+"	"Amino acids and Peptides"	0.379	"Linear polyketides"	0.24	"Open-chain polyketides"	0.211	"Organic acids and derivatives"	0.974	"Carboxylic acids and derivatives"	0.956	"Amino acids, peptides, and analogues"	0.701	"Amino acids and derivatives"	0.694	"Amino acids and derivatives"	0.694	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	736.543	693	11.546	707667533090968704	707666566471622144	2757	NA	2757
1	"C46H65N3O3"	"[M + H]+"	"C46H66N3O3+"	"Polyketides"	0.184	"Pseudoalkaloids (transamidation)"	0.042	"Chalcones"	0.031	"Benzenoids"	0.986	"Benzene and substituted derivatives"	0.919	"Phenylpropanes"	0.848	NA	NA	"Phenylpropanes"	0.848	"Organic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	708.512	693	11.546	707667580318832768	707666566425484800	2756	NA	2756
7	"C34H47O4P"	"[M + H]+"	"C34H48O4P+"	"Shikimates and Phenylpropanoids"	0.438	"Meroterpenoids"	0.028	"Cannabinoids"	0.003	"Organic acids and derivatives"	0.912	"Organic phosphoric acids and derivatives"	0.944	"Phosphate esters"	0.937	"Aryl phosphates"	0.978	"Aryl phosphotriesters"	0.797	"Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Aryl phosphates; Aryl phosphodiesters; Aryl phosphotriesters; Phenoxy compounds; Chemical entities"	551.329	693	11.546	707667602259237504	707666566303849856	2753	NA	2753
2	"C33H58N8O6"	"[M + H3N + H]+"	"C33H62N9O6+"	"Amino acids and Peptides"	0.969	"Oligopeptides"	0.988	"Cyclic peptides"	0.392	"Organic acids and derivatives"	0.997	"Carboxylic acids and derivatives"	0.993	"Amino acids, peptides, and analogues"	0.977	"Peptides"	0.615	"Peptides"	0.615	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	680.481	693	11.547	707667572127356800	707666564835843328	2720	NA	2720
1	"C7H7N3"	"[M + H3N + H]+"	"C7H11N4+"	"Alkaloids"	0.96	"Nicotinic acid alkaloids"	0.906	"Pyridine alkaloids"	0.907	"Organoheterocyclic compounds"	0.927	"Pyridines and derivatives"	0.659	NA	NA	NA	NA	"Pyridines and derivatives"	0.659	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	151.098	693	11.548	707667601307130368	707666565590818176	2737	NA	2737
1	"C6H8N2"	"[M + H3N + H]+"	"C6H12N3+"	"Alkaloids"	0.715	"Peptide alkaloids"	0.439	"Pyrazine and Piperazine alkaloids"	0.695	"Organoheterocyclic compounds"	0.95	"Heteroaromatic compounds"	0.755	NA	NA	NA	NA	"Heteroaromatic compounds"	0.755	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	126.103	693	11.551	707667591173691776	707666565272051072	2730	NA	2730
1	"C8H9N3"	"[M + H3N + H]+"	"C8H13N4+"	"Alkaloids"	0.884	"Nicotinic acid alkaloids"	0.295	"Pyridine alkaloids"	0.297	"Organoheterocyclic compounds"	0.98	"Diazines"	0.526	NA	NA	NA	NA	"Diazines"	0.526	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Diazines; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	165.114	693	11.553	707667528066192384	707666565964111232	2745	NA	2745
1	"C7H9N3"	"[M + H3N + H]+"	"C7H13N4+"	"Alkaloids"	0.879	"Nicotinic acid alkaloids"	0.395	"Pyridine alkaloids"	0.398	"Organoheterocyclic compounds"	0.963	"Heteroaromatic compounds"	0.854	NA	NA	NA	NA	"Heteroaromatic compounds"	0.854	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	153.114	693	11.556	707667515059655424	707666565641149824	2738	NA	2738
1	"C7H9N3"	"[M + H3N + H]+"	"C7H13N4+"	"Alkaloids"	0.88	"Nicotinic acid alkaloids"	0.398	"Pyridine alkaloids"	0.401	"Organoheterocyclic compounds"	0.963	"Heteroaromatic compounds"	0.854	NA	NA	NA	NA	"Heteroaromatic compounds"	0.854	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	153.114	693	11.556	707667516242449280	707666565691481472	2739	NA	2739
2	"C44H58N2O2"	"[M + H]+"	"C44H59N2O2+"	"Alkaloids"	0.265	"Flavonoids"	0.217	"Chalcones"	0.268	"Benzenoids"	0.994	"Benzene and substituted derivatives"	0.965	"Phenylpropanes"	0.965	NA	NA	"Phenylpropanes"	0.965	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	647.459	693	11.558	707667573062686720	707666566266101120	2752	NA	2752
1	"C8H7N3"	"[M + H3N + H]+"	"C8H11N4+"	"Alkaloids"	0.973	"Nicotinic acid alkaloids"	0.724	"Pyridine alkaloids"	0.726	"Organoheterocyclic compounds"	0.946	"Heteroaromatic compounds"	0.92	NA	NA	NA	NA	"Heteroaromatic compounds"	0.92	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	163.098	693	11.558	707667515718161152	707666565137833344	2728	NA	2728
3	"C41H74N8O6"	"[M + H3N + H]+"	"C41H78N9O6+"	"Amino acids and Peptides"	0.988	"Oligopeptides"	0.988	"Linear peptides"	0.161	"Organic acids and derivatives"	0.997	"Carboxylic acids and derivatives"	0.995	"Amino acids, peptides, and analogues"	0.991	"Peptides"	0.672	"Peptides"	0.672	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	792.606	694	11.561	707667582751529088	707666564873592064	2721	NA	2721
1	"C42H66BN3O6"	"[M + H3N + H]+"	"C42H70BN4O6+"	"Polyketides"	0.511	"Oligopeptides"	0.797	"Depsipeptides"	0.425	"Benzenoids"	0.508	NA	NA	NA	NA	NA	NA	"Benzenoids"	0.508	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Carboxylic acid derivatives; Organometalloid compounds; Benzenoids; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	736.543	694	11.562	707667622157015936	707666564957478272	2723	NA	2723
3	"C32H62N4O10"	"[M + H]+"	"C32H63N4O10+"	"Amino acids and Peptides"	0.662	"Oligopeptides"	0.739	"Lipopeptides"	0.165	"Organic acids and derivatives"	0.991	"Carboxylic acids and derivatives"	0.974	"Amino acids, peptides, and analogues"	0.82	"Amino acids and derivatives"	0.808	"Alpha amino acids and derivatives"	0.693	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	663.454	694	11.564	707667660979493888	707666565108473216	2727	NA	2727
1	"C30H53N9O8"	"[M + H3N + H]+"	"C30H57N10O8+"	"Amino acids and Peptides"	0.985	"Oligopeptides"	0.994	"Cyclic peptides"	0.582	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.996	"Amino acids, peptides, and analogues"	0.994	"Peptides"	0.818	"Oligopeptides"	0.661	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"	685.436	694	11.565	707667605597903488	707666565313994112	2731	NA	2731
1	"C29H54N5O7"	"[M + Na]+"	"C29H54N5NaO7+"	"Amino acids and Peptides"	0.924	"Oligopeptides"	0.946	"Lipopeptides"	0.147	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.992	"Amino acids, peptides, and analogues"	0.967	"Amino acids and derivatives"	0.959	"N-acyl-alpha amino acids and derivatives"	0.585	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	607.392	694	11.566	707667645565426688	707666565351742848	2732	NA	2732
1	"C35H62N8O6"	"[M + H3N + H]+"	"C35H66N9O6+"	"Amino acids and Peptides"	0.974	"Oligopeptides"	0.991	"Cyclic peptides"	0.518	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.992	"Amino acids, peptides, and analogues"	0.989	"Peptides"	0.811	"Peptides"	0.811	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; Benzenoids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	708.512	694	11.567	707667624484854656	707666565196553600	2729	NA	2729
1	"C37H53N3O9"	"[M + H3N + H]+"	"C37H57N4O9+"	"Polyketides"	0.612	"Macrolides"	0.753	"Open-chain polyketides"	0.299	"Organic acids and derivatives"	0.885	"Carboxylic acids and derivatives"	0.863	"Amino acids, peptides, and analogues"	0.516	"Amino acids and derivatives"	0.511	"Amino acids and derivatives"	0.511	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	701.41	694	11.568	707667607355316992	707666565028781440	2725	NA	2725
1	"C6H8N2"	"[M + H3N + H]+"	"C6H12N3+"	"Alkaloids"	0.769	"Peptide alkaloids"	0.289	"Pyrazine and Piperazine alkaloids"	0.527	"Organoheterocyclic compounds"	0.914	"Heteroaromatic compounds"	0.619	NA	NA	NA	NA	"Heteroaromatic compounds"	0.619	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	126.103	694	11.568	707667556662957568	707666565783756160	2741	NA	2741
3	"C32H59N7O11S"	"[M + H]+"	"C32H60N7O11S+"	"Amino acids and Peptides"	0.851	"Oligopeptides"	1	"Lipopeptides"	0.899	"Organic acids and derivatives"	1	"Peptidomimetics"	0.798	"Depsipeptides"	0.883	"Cyclic depsipeptides"	0.908	"Cyclic depsipeptides"	0.908	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Alpha amino acid amides; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	750.407	694	11.571	707667714968575104	707666564991032704	2724	NA	2724
4	"C37H66O7"	"[M + Na]+"	"C37H66NaO7+"	"Terpenoids"	0.815	"Diterpenoids"	0.642	"Tetracyclic diterpenoids"	0.273	"Lipids and lipid-like molecules"	0.939	"Fatty Acyls"	0.806	"Fatty acid esters"	0.68	NA	NA	"Fatty acid esters"	0.68	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	645.469	694	11.572	707667520097014656	707666565876030848	2743	NA	2743
1	"C8H7N3"	"[M + H3N + H]+"	"C8H11N4+"	"Alkaloids"	0.973	"Nicotinic acid alkaloids"	0.709	"Pyridine alkaloids"	0.711	"Organoheterocyclic compounds"	0.95	"Heteroaromatic compounds"	0.925	NA	NA	NA	NA	"Heteroaromatic compounds"	0.925	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	163.098	695	11.585	707667600145308160	707666566559702528	2759	NA	2759
1	"C7H7N3"	"[M + H3N + H]+"	"C7H11N4+"	"Alkaloids"	0.959	"Nicotinic acid alkaloids"	0.906	"Pyridine alkaloids"	0.907	"Organoheterocyclic compounds"	0.926	"Pyridines and derivatives"	0.658	NA	NA	NA	NA	"Pyridines and derivatives"	0.658	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	151.098	695	11.585	707667531216114688	707666566224158080	2751	NA	2751
1	"C7H8N2"	"[M + H3N + H]+"	"C7H12N3+"	"Alkaloids"	0.692	"Peptide alkaloids"	0.6	"Pyrazine and Piperazine alkaloids"	0.837	"Organoheterocyclic compounds"	0.983	"Heteroaromatic compounds"	0.905	NA	NA	NA	NA	"Heteroaromatic compounds"	0.905	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	138.103	696	11.592	707667601097415168	707666566610034176	2760	NA	2760
3	"C38H55O4P"	"[M + H]+"	"C38H56O4P+"	"Terpenoids"	0.458	"Meroterpenoids"	0.042	"Prenyl quinone meroterpenoids"	0.004	"Organic acids and derivatives"	0.907	"Organic phosphoric acids and derivatives"	0.899	"Phosphate esters"	0.89	"Aryl phosphates"	0.967	"Aryl phosphotriesters"	0.728	"Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Aryl phosphates; Aryl phosphodiesters; Aryl phosphotriesters; Phenoxy compounds; Chemical entities"	607.392	696	11.595	707667543983576448	707666567482449408	2779	NA	2779
1	"C7H9N3"	"[M + H3N + H]+"	"C7H13N4+"	"Alkaloids"	0.883	"Nicotinic acid alkaloids"	0.387	"Pyridine alkaloids"	0.39	"Organoheterocyclic compounds"	0.973	"Heteroaromatic compounds"	0.865	NA	NA	NA	NA	"Heteroaromatic compounds"	0.865	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	153.114	696	11.608	707667562476263168	707666567092379136	2771	NA	2771
1	"C7H6N2"	"[M + H3N + H]+"	"C7H10N3+"	"Alkaloids"	0.934	"Nicotinic acid alkaloids"	0.974	"Pyridine alkaloids"	0.974	"Organoheterocyclic compounds"	0.975	"Pyridines and derivatives"	0.835	NA	NA	NA	NA	"Pyridines and derivatives"	0.835	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities"	136.087	697	11.61	707667591828003200	707666567142710784	2772	NA	2772
1	"C8H9N3"	"[M + H3N + H]+"	"C8H13N4+"	"Alkaloids"	0.865	"Nicotinic acid alkaloids"	0.132	"Pyridine alkaloids"	0.133	"Organoheterocyclic compounds"	0.99	"Diazines"	0.641	"Pyrimidines and pyrimidine derivatives"	0.506	NA	NA	"Pyrimidines and pyrimidine derivatives"	0.506	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Diazines; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	165.114	697	11.61	707667565777180416	707666567184653824	2773	NA	2773
1	"C6H8N2"	"[M + H3N + H]+"	"C6H12N3+"	"Alkaloids"	0.483	"Fatty acyls"	0.216	"Pyrazine and Piperazine alkaloids"	0.281	"Organoheterocyclic compounds"	0.732	"Azacyclic compounds"	0.695	NA	NA	NA	NA	"Azacyclic compounds"	0.695	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	126.103	697	11.612	707667600812202496	707666566651977216	2761	NA	2761
1	"C8H7N3"	"[M + H3N + H]+"	"C8H11N4+"	"Alkaloids"	0.981	"Nicotinic acid alkaloids"	0.91	"Pyridine alkaloids"	0.91	"Organoheterocyclic compounds"	0.992	"Pyridines and derivatives"	0.671	NA	NA	NA	NA	"Pyridines and derivatives"	0.671	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	163.098	697	11.613	707667528577897472	707666565834087808	2742	NA	2742
