feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
2655	QUZHZFAQJATMCA	isdb	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC																																													33.0	Fatty acids	0.1515151515151515	Glycerolipids	0.1515151515151515	Glycosyldiacylglycerols	0.0909090909090909	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104667635	QUZHZFAQJATMCA-QAZQWDDOSA-N	InChI=1S/C45H74O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,38-39,42-46,49-51H,3-4,9-10,15-16,21-37H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-/t38-,39-,42+,43+,44-,45-/m1/s1	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	C45H74O10	pos_1_1proton1ammonium	774.5281985680001	1,2-Di-O-alpha-linolenoyl-3-O-beta-galactopyranosyl-sn-glycerol	Fatty acids	Glycerolipids	Glycosyldiacylglycerols	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
2655	ZRLAOEYZSKXGSL	isdb	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC																																													33.0	Fatty acids	0.1515151515151515	Glycerolipids	0.1515151515151515	Glycosyldiacylglycerols	0.0909090909090909	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27162611	ZRLAOEYZSKXGSL-RZRNQMRLSA-N	InChI=1S/C43H70O10/c1-3-5-7-9-11-13-15-17-18-20-21-23-25-27-29-31-38(45)50-34-36(35-51-43-42(49)41(48)40(47)37(33-44)53-43)52-39(46)32-30-28-26-24-22-19-16-14-12-10-8-6-4-2/h5-8,11-14,17-19,22,36-37,40-44,47-49H,3-4,9-10,15-16,20-21,23-35H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,18-17-,22-19-/t36-,37-,40+,41+,42-,43-/m1/s1	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC	C43H70O10	pos_1_1proton1ethylamine	746.49689844	1-(9Z,12Z,15Z)-octadecatrienoyl-2-(7Z,10Z,13Z)-hexadecatrienoyl-3-(beta-D-galactosyl)-sn-glycerol	Fatty acids	Glycerolipids	Glycosyldiacylglycerols	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
2656	OZECYBRVZGZNQU	sirius	CCC1C(OC(CC1OC2CC(C(C(O2)C)O)O)(C(C)C(C(C)C(C(C)CCCCC=O)OC(=O)C=CC=CC(C)C(C(C)C(C(C)C3(CC(C(C(O3)C)CC)OC4CC(C(C(O4)C)O)O)OC)O)OC)O)O)C																																																																																												1.0	2.0	-inf	-inf	-339.014	0.408	0.43	146.252	C56H98O18	[M + H]+	C56H99O18+	InChI=1S/C56H98O18/c1-15-40-36(9)73-55(65,28-44(40)70-47-26-42(58)51(63)38(11)68-47)34(7)49(61)33(6)54(31(4)22-18-17-21-25-57)72-46(60)24-20-19-23-30(3)53(66-13)32(5)50(62)35(8)56(67-14)29-45(41(16-2)37(10)74-56)71-48-27-43(59)52(64)39(12)69-48/h19-20,23-25,30-45,47-54,58-59,61-65H,15-18,21-22,26-29H2,1-14H3	2-{4-[(4,5-dihydroxy-6-methyloxan-2-yl)oxy]-5-ethyl-2-hydroxy-6-methyloxan-2-yl}-3-hydroxy-4,6-dimethyl-11-oxoundecan-5-yl 10-{4-[(4,5-dihydroxy-6-methyloxan-2-yl)oxy]-5-ethyl-2-methoxy-6-methyloxan-2-yl}-9-hydroxy-7-methoxy-6,8-dimethylundeca-2,4-dienoate	CCC1C(OC(CC1OC2CC(C(C(O2)C)O)O)(C(C)C(C(C)C(C(C)CCCCC=O)OC(=O)C=CC=CC(C)C(C(C)C(C(C)C3(CC(C(C(O3)C)CC)OC4CC(C(C(O4)C)O)O)OC)O)OC)O)O)C	6.6	162863983;162863984	COCONUT:(CNP0127340);SUPERNATURAL:(SN0279034);PUBCHEM:(162863983 162863984)	3145730.0	1059.676	677.0	11.288	7.076674385597427e+17	7.076665631413443e+17	
2657	OGXWKAPKKLJNMT	sirius	C1=CN2C(=CC=N2)C(=C1)N																																																																																												1.0	1.0	0.175	0.175	-60.857	1.0	0.333	51.951	C7H7N3	[M + H3N + H]+	C7H11N4+	InChI=1S/C7H7N3/c8-6-2-1-5-10-7(6)3-4-9-10/h1-5H,8H2	Pyrazolo[1,5-a]pyridin-4-amine	C1=CN2C(=CC=N2)C(=C1)N	0.4	68415729	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(68415729)	67108866.0	151.098	678.0	11.305	7.076675033701302e+17	7.076665631665101e+17	
2657	VSMOENVRRABVKN	isdb	C=C[C@@H](O)CCCCC																																													132.0	Fatty acids	0.5	Fatty acyls	0.5	Fatty alcohols	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27093997	VSMOENVRRABVKN-MRVPVSSYSA-N	InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h4,8-9H,2-3,5-7H2,1H3/t8-/m1/s1	C=C[C@@H](O)CCCCC	C8H16O	pos_1_minus1proton1magnesium	128.120115132	(S)-1-Octen-3-ol	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
2658	OPESMIFUKCMTGX	sirius	CC#CCNC1=NC=CC=N1																																																																																												1.0	1.0	0.161	0.161	-49.434	1.0	0.333	100.53	C8H9N3	[M + H3N + H]+	C8H13N4+	InChI=1S/C8H9N3/c1-2-3-5-9-8-10-6-4-7-11-8/h4,6-7H,5H2,1H3,(H,9,10,11)	N-but-2-ynylpyrimidin-2-amine	CC#CCNC1=NC=CC=N1	1.1	115903922	PUBCHEM:(115903922)	2.0	165.114	680.0	11.341	7.076674423513937e+17	7.076665631916759e+17	
2658	SBSXXCCMIWEPEE	isdb	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C																																													45.0	Terpenoids	0.2222222222222222	Steroids	0.2222222222222222	Cholestane steroids	0.1666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105249693	SBSXXCCMIWEPEE-UFZNHOCZSA-N	InChI=1S/C28H48O4/c1-15(2)16(3)25(31)26(32)17(4)20-7-8-21-19-14-24(30)23-13-18(29)9-11-28(23,6)22(19)10-12-27(20,21)5/h15-23,25-26,29,31-32H,7-14H2,1-6H3/t16-,17-,18+,19-,20+,21+,22-,23+,25+,26+,27+,28+/m0/s1	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C28H48O4	pos_3_1proton2sodium	448.355260016	(3R,5S,8S,9S,10R,13S,14R,17R)-17-[(2S,3R,4R,5S)-3,4-dihydroxy-5,6-dimethylheptan-2-yl]-3-hydroxy-10,13-dimethyl-1,2,3,4,5,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-6-one	Terpenoids	Steroids	Cholestane steroids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
2659	KVSDUPYRVFAOGU	sirius	CCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC																																																																																												1.0	1.0	0.241	0.241	-286.602	1.0	1.0	67.077	C37H62O6	[M + Na]+	C37H62NaO6+	InChI=1S/C37H62O6/c1-4-7-10-13-15-16-17-18-19-20-22-24-27-30-36(39)42-33-34(32-41-35(38)29-26-23-12-9-6-3)43-37(40)31-28-25-21-14-11-8-5-2/h7,10,15-16,18-19,22,24,34H,4-6,8-9,11-14,17,20-21,23,25-33H2,1-3H3	(2-decanoyloxy-3-octanoyloxypropyl) (4Z,7Z,10Z,13Z)-hexadeca-4,7,10,13-tetraenoate	CCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCC=CCC=CCC=CCC=CCC	11.6	164319028	PUBCHEM:(164319028)	2.0	625.445	678.0	11.295	7.076674850997416e+17	7.076665632168419e+17	
2660	JOSMETAJOLVANL	sirius	CCCCCCCCCCC(=O)NOC1=CC2=CC3=CC(=C(C=C3C=C2C=C1ONC(=O)CCCCCCCCCC)ONC(=O)CCCCCCCCCC)ONC(=O)CCCCCCCCCC																																																																																												1.0	5.0	0.075	0.075	-488.375	0.015	0.192	170.697	C58H94N4O8	[M + H3N + H]+	C58H98N5O8+	InChI=1S/C58H94N4O8/c1-5-9-13-17-21-25-29-33-37-55(63)59-67-51-43-47-41-49-45-53(69-61-57(65)39-35-31-27-23-19-15-11-7-3)54(70-62-58(66)40-36-32-28-24-20-16-12-8-4)46-50(49)42-48(47)44-52(51)68-60-56(64)38-34-30-26-22-18-14-10-6-2/h41-46H,5-40H2,1-4H3,(H,59,63)(H,60,64)(H,61,65)(H,62,66)	N-[3,6,7-tris[(undecanoylamino)oxy]anthracen-2-yl]oxyundecanamide	CCCCCCCCCCC(=O)NOC1=CC2=CC3=CC(=C(C=C3C=C2C=C1ONC(=O)CCCCCCCCCC)ONC(=O)CCCCCCCCCC)ONC(=O)CCCCCCCCCC	20.8	142738392	PUBCHEM:(142738392)	2.0	992.741	679.0	11.31	7.076674497543406e+17	7.076665632378134e+17	
2662	QNTNREAJYZHHTL	sirius	CCCCCCCCCCCCOC(=O)CCCS(=O)CCCC(=O)OCCCCCCCCCCCC																																																																																												1.0	1.0	0.85	0.85	-108.857	0.477	0.333	81.055	C32H62O5S	[M + H3N + H]+	C32H66NO5S+	InChI=1S/C32H62O5S/c1-3-5-7-9-11-13-15-17-19-21-27-36-31(33)25-23-29-38(35)30-24-26-32(34)37-28-22-20-18-16-14-12-10-8-6-4-2/h3-30H2,1-2H3	Dodecyl 4-(4-dodecoxy-4-oxobutyl)sulfinylbutanoate	CCCCCCCCCCCCOC(=O)CCCS(=O)CCCC(=O)OCCCCCCCCCCCC	10.8	54237728	PUBCHEM:(54237728)	2.0	576.466	675.0	11.25	7.076675005767236e+17	7.07666563288145e+17	
2663	CJDYFANSTIPJSI	sirius	CC(C)CCC1CC2CCC(CC2C(C3=C4CCC5C6(CC(C(=O)C7(C6C(CC5(C1)C4(CC3=O)C)NCC(CCCC7)(C)O)C)C8=CC(=CC(=C8)CNC)O)C)CC(C9C(O9)(C)C1CCCC1C1=CC(=CC=C1)N)O)CO																																																																																												1.0	1.0	-inf	-inf	-958.903	0.985	0.967	149.254	C67H99N3O7	[M + Na]+	C67H99N3NaO7+	InChI=1S/C67H99N3O7/c1-39(2)17-18-40-25-44-20-19-41(37-71)28-49(44)50(31-55(73)61-66(7,77-61)52-16-12-15-48(52)43-13-11-14-46(68)29-43)58-53-21-22-57-64(5)33-51(45-26-42(36-69-8)27-47(72)30-45)60(75)63(4)24-10-9-23-62(3,76)38-70-54(59(63)64)34-67(57,32-40)65(53,6)35-56(58)74/h11,13-14,26-27,29-30,39-41,44,48-52,54-55,57,59,61,69-73,76H,9-10,12,15-25,28,31-38,68H2,1-8H3	10-(2-{3-[2-(3-aminophenyl)cyclopentyl]-3-methyloxiran-2-yl}-2-hydroxyethyl)-25-hydroxy-32-{3-hydroxy-5-[(methylamino)methyl]phenyl}-13-(hydroxymethyl)-1,6,25,30-tetramethyl-18-(3-methylbutyl)-23-azaheptacyclo[20.11.1.0²,²⁰.0⁵,⁹.0⁶,²⁰.0¹¹,¹⁶.0³⁰,³⁴]tetratriacont-5(9)-ene-8,31-dione	CC(C)CCC1CC2CCC(CC2C(C3=C4CCC5C6(CC(C(=O)C7(C6C(CC5(C1)C4(CC3=O)C)NCC(CCCC7)(C)O)C)C8=CC(=CC(=C8)CNC)O)C)CC(C9C(O9)(C)C1CCCC1C1=CC(=CC=C1)N)O)CO	10.8	162839208;162839209	COCONUT:(CNP0100095);TeroMol:(TKC160291);SUPERNATURAL:(SN0047150);PUBCHEM:(162839208 162839209)	11534338.0	1080.736	679.0	11.32	7.076675042467397e+17	7.076665633091165e+17	
2664	UPSLKTQPFAZAMR	sirius	CCCCOC1=CC(=CC(=C1OCCCC)OCCCC)COC2=CC(=CC(=C2OCC3=CC(=C(C(=C3)OCCCC)OCCCC)OCCCC)OCC4=CC(=C(C(=C4)OCCCC)OCCCC)OCCCC)C(=O)OC																																																																																												1.0	2.0	-inf	-inf	-567.575	0.062	0.046	93.94	C65H98O14	[M - H2O + H]+	C65H97O13+	InChI=1S/C65H98O14/c1-11-20-29-68-53-38-49(39-54(69-30-21-12-2)61(53)74-35-26-17-7)46-77-59-44-52(65(66)67-10)45-60(78-47-50-40-55(70-31-22-13-3)62(75-36-27-18-8)56(41-50)71-32-23-14-4)64(59)79-48-51-42-57(72-33-24-15-5)63(76-37-28-19-9)58(43-51)73-34-25-16-6/h38-45H,11-37,46-48H2,1-10H3	Methyl 3,4,5-tris[(3,4,5-tributoxyphenyl)methoxy]benzoate	CCCCOC1=CC(=CC(=C1OCCCC)OCCCC)COC2=CC(=CC(=C2OCC3=CC(=C(C(=C3)OCCCC)OCCCC)OCCCC)OCC4=CC(=C(C(=C4)OCCCC)OCCCC)OCCCC)C(=O)OC	17.2	90392027	PUBCHEM:(90392027)	2.0	1085.691	679.0	11.321	7.076675125262958e+17	7.076665633300881e+17	
2665	XQQARSOXXGMYHZ	sirius	CCCCCCCCCCCCOC(=O)CCS(=O)CCC(=O)OCCCCCCCCCCCC																																																																																												1.0	1.0	0.092	0.092	-186.286	0.931	0.822	33.965	C30H58O5S	[M + Na]+	C30H58NaO5S+	InChI=1S/C30H58O5S/c1-3-5-7-9-11-13-15-17-19-21-25-34-29(31)23-27-36(33)28-24-30(32)35-26-22-20-18-16-14-12-10-8-6-4-2/h3-28H2,1-2H3	Didodecyl 3,3'-sulphinylbispropionate	CCCCCCCCCCCCOC(=O)CCS(=O)CCC(=O)OCCCCCCCCCCCC	10.1	87016	NORMAN:(NS00025654);SUPERNATURAL:(SN0437386);PUBCHEM:(87016);DSSTox:(DTXSID20169284)	137440264194.0	553.391	675.0	11.245	7.076674567126911e+17	7.076665633552539e+17	
2666	QFANTIFYFQLBGY	sirius	CC(=O)NCCCCCNC(=O)CCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)C)O)O																																																																																												1.0	1.0	0.074	0.074	-217.291	0.579	0.333	42.291	C27H50N6O8	[M - H2O + H]+	C27H49N6O7+	InChI=1S/C27H50N6O8/c1-22(34)28-16-6-3-7-17-29-24(36)12-13-25(37)30-18-9-5-11-21-33(41)27(39)15-14-26(38)31-19-8-4-10-20-32(40)23(2)35/h40-41H,3-21H2,1-2H3,(H,28,34)(H,29,36)(H,30,37)(H,31,38)		CC(=O)NCCCCCNC(=O)CCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)C)O)O	-1.6	163158782	COCONUT:(CNP0463316);SUPERNATURAL:(SN0303647);PUBCHEM:(163158782)	3145730.0	569.364	675.0	11.25	7.076674839924453e+17	7.076665633762254e+17	
2667	QKYHVHBCMNNHPF	sirius	CCCCCCCC(CC(=O)NCCCCCN=C(NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NCC(=O)NC(CC(C)C)C(=O)NCCCCN=C(NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C																																																																																												1.0	2.0	-inf	-inf	-529.374	0.274	0.333	89.657	C49H92N10O11	[M + H]+	C49H93N10O11+	InChI=1S/C49H92N10O11/c1-16-17-18-19-21-26-35(32-37(60)50-27-22-20-23-29-52-40(56-42(63)67-46(4,5)6)57-43(64)68-47(7,8)9)54-33-38(61)55-36(31-34(2)3)39(62)51-28-24-25-30-53-41(58-44(65)69-48(10,11)12)59-45(66)70-49(13,14)15/h34-36,54H,16-33H2,1-15H3,(H,50,60)(H,51,62)(H,55,61)(H2,52,56,57,63,64)(H2,53,58,59,65,66)	tert-butyl N-[N'-[5-[[(3R)-3-[[2-[[(2S)-1-[4-[bis[(2-methylpropan-2-yl)oxycarbonylamino]methylideneamino]butylamino]-4-methyl-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]decanoyl]amino]pentyl]-N-[(2-methylpropan-2-yl)oxycarbonyl]carbamimidoyl]carbamate	CCCCCCCC(CC(=O)NCCCCCN=C(NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NCC(=O)NC(CC(C)C)C(=O)NCCCCN=C(NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C	10.1	11051362;11147452	PUBCHEM:(11051362 11147452)	2.0	997.704	680.0	11.335	7.076674547497568e+17	7.076665634013912e+17	
2670	UGJIFKYLLACUAK	sirius	C1C2CC3CC1CC(C2)C3OCOCC4C(C(C(C(O4)OCOC5C6CC7CC(C6)CC5C7)OCOC8C9CC1CC(C9)CC8C1)OCOC1C2CC3CC(C2)CC1C3)OCOC1C2CC3CC(C2)CC1C3																																																																																												1.0	2.0	0.348	0.348	-325.392	0.302	0.39	93.209	C61H92O11	[M + H]+	C61H93O11+	InChI=1S/C61H92O11/c1-32-6-42-8-33(1)9-43(7-32)53(42)63-27-62-26-52-58(68-28-64-54-44-10-34-2-35(12-44)13-45(54)11-34)59(69-29-65-55-46-14-36-3-37(16-46)17-47(55)15-36)60(70-30-66-56-48-18-38-4-39(20-48)21-49(56)19-38)61(72-52)71-31-67-57-50-22-40-5-41(24-50)25-51(57)23-40/h32-61H,1-31H2	(2R,3R,4S,5R,6R)-2,3,4,5-tetrakis(2-adamantyloxymethoxy)-6-(2-adamantyloxymethoxymethyl)oxane	C1C2CC3CC1CC(C2)C3OCOCC4C(C(C(C(O4)OCOC5C6CC7CC(C6)CC5C7)OCOC8C9CC1CC(C9)CC8C1)OCOC1C2CC3CC(C2)CC1C3)OCOC1C2CC3CC(C2)CC1C3	11.2	59866969	PUBCHEM:(59866969)	2.0	1001.668	680.0	11.34	7.076674706629468e+17	7.076665634726944e+17	
2671	WGJUBVJZKNTGRC	sirius	C1CNCC2=NC=NC=C21																																																																																												1.0	1.0	0.179	0.179	-80.233	1.0	0.333	90.636	C7H9N3	[M + H3N + H]+	C7H13N4+	InChI=1S/C7H9N3/c1-2-8-4-7-6(1)3-9-5-10-7/h3,5,8H,1-2,4H2	5,6,7,8-Tetrahydropyrido[3,4-d]pyrimidine	C1CNCC2=NC=NC=C21	-0.4	21983612	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(21983612);DSSTox:(DTXSID20627632 DTXSID50621163)	137506062338.0	153.114	680.0	11.325	7.07667440975662e+17	7.076665635020545e+17	
2671	YIWUKEYIRIRTPP	isdb	CCCCC(CC)CO																																													25.0	Fatty acids	0.5	Fatty acyls	0.5	Fatty alcohols	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q209388	YIWUKEYIRIRTPP-UHFFFAOYSA-N	InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3	CCCCC(CC)CO	C8H18O	pos_1_minus1proton1magnesium	130.135765196	2-Ethylhexan-1-ol	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
2672	VLQKRGXXDUPNDT	sirius	CCC(C)C(C(=O)C1(CO1)C)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CC23CC4CC(C2)CC(C4)C3																																																																																												1.0	3.0	0.057	0.061	-464.398	0.164	0.067	134.031	C55H95N7O10	[M - H2O + H]+	C55H94N7O9+	InChI=1S/C55H95N7O10/c1-9-35(4)46(50(68)54(8)34-72-54)60-53(71)49(38(7)63)62-52(70)48(37(6)11-3)61-51(69)47(36(5)10-2)59-44(66)23-17-14-19-25-57-42(64)21-15-12-18-24-56-43(65)22-16-13-20-26-58-45(67)33-55-30-39-27-40(31-55)29-41(28-39)32-55/h35-41,46-49,63H,9-34H2,1-8H3,(H,56,65)(H,57,64)(H,58,67)(H,59,66)(H,60,71)(H,61,69)(H,62,70)	(R)-2-[[6-[6-[6-[(1-Adamantyl)acetylamino]hexanoylamino]hexanoylamino]hexanoyl]-Ile-Ile-Thr-Ile-]-2-methyloxirane	CCC(C)C(C(=O)C1(CO1)C)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CC23CC4CC(C2)CC(C4)C3	6.5	102089498	PUBCHEM:(102089498)	2.0	996.714	681.0	11.342	7.07667491160511e+17	7.076665635272204e+17	
2673	SZXUTTGMFUSMCE	sirius	C1=CC=NC(=C1)C2=NC=CN2																																																																																												1.0	1.0	0.18	0.251	-57.966	1.0	0.333	53.67	C8H7N3	[M + H3N + H]+	C8H11N4+	InChI=1S/C8H7N3/c1-2-4-9-7(3-1)8-10-5-6-11-8/h1-6H,(H,10,11)	2-(1H-Imidazol-2-yl)pyridine	C1=CC=NC(=C1)C2=NC=CN2	0.7	589313	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(589313);PUBCHEM:(589313);DSSTox:(DTXSID00343363);PUBMED:(null)	137506062406.0	163.098	680.0	11.339	7.076674436474337e+17	7.076665635523862e+17	
2673	ZJWLHGSPTSANOO	isdb	C[C@H](N)CC[C@@](N)(O)C(=O)O																																													40.0	Amino acids and Peptides	0.2	Small peptides	0.2	Aminoacids	0.2	2.0	0.27684808	ISDB	http://www.wikidata.org/entity/Q105378202	ZJWLHGSPTSANOO-UJURSFKZSA-N	InChI=1S/C6H14N2O3/c1-4(7)2-3-6(8,11)5(9)10/h4,11H,2-3,7-8H2,1H3,(H,9,10)/t4-,6+/m0/s1	C[C@H](N)CC[C@@](N)(O)C(=O)O	C6H14N2O3		162.100442308	(2R,5S)-2,5-diamino-2-hydroxyhexanoic acid	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q1111359	Salvia officinalis	820645.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Mentheae']	['Salvia']	['Salvia officinalis']											0.0	3.0	2.6073923110961914	1.0																								
