cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:control_positive	ATTRIBUTE_condition:GNPSGROUP:P2_negative	ATTRIBUTE_condition:GNPSGROUP:P2_positive	ATTRIBUTE_condition:GNPSGROUP:control_negative	ATTRIBUTE_condition:GNPSGROUP:nan	component	#Scan#	Compound_Name
2114	658.4750374829605	9.365192	0.0	5877928.125	3687349.55	8852706.0		-1		
2115	641.448294655403	9.366428	0.0	11645167.0	6983720.5	15958917.0		13		
2116	623.4380026900745	9.367042	0.0	2040227.225	1245635.7375	2718194.8		13		
2117	663.4294122313536	9.368902	0.0	17285584.25	9791975.5	24485094.0		-1		
2118	679.4045336482013	9.369518	0.0	2201984.0	1288854.825	3125391.8		-1		
2119	716.5598363408712	9.371973	2124601.2	2185039.775	2188044.85	2002517.0		285		
2120	686.5075638803696	9.37092	0.0	2434349.025	1581856.15	3504499.0		-1		
2121	584.4792361954032	9.447304	8522419.0	8227603.875	8137362.75	7843999.5		6		
2122	130.1681620239219	9.401775	193072.55	165012.1625	119354.655	175134.86		-1		
2123	968.604939103814	9.385723	0.0	2313412.3	1991026.275	3298740.8		33		
2124	672.5325297944096	9.372174	3634115.8	3749406.625	3636934.7	3709633.8		6		
2125	415.0472827714358	9.429732	5153206.0	5006475.25	4893992.875	5149579.5		9		
2126	483.35041024480495	9.423967	0.0	1593439.25	505982.4825	709478.75		-1	2126.0	3-hydroxyhexadecanoyl 5-methoxytryptamine [M+K]+
2127	282.2820156806286	9.36249	870579600.0	677048380.0	1129912700.0	1195300900.0		66	2127.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
2128	628.5059915937279	9.413778	5734082.0	5855577.25	5761844.375	5791057.0		6		
2129	581.4269627582461	9.435215	0.0	1235789.3125	1222136.925	1697713.8		-1		
2130	130.15296907039226	9.469219	0.0	84167.02	143328.6175	150083.84		-1		
2131	783.4702085353055	9.431608	398108.06	1909094.1	1975194.725	3012663.8		-1		
2132	376.32293626831535	9.4556465	5010570.0	4291554.375	5738988.375	5268256.0		-1	2132.0	3-hydroxyhexadecanoyl phenethylamine [M+H]+
2133	584.4787898940793	9.455707	8311036.5	8188961.625	8079312.0	7955751.0		6		
2134	376.3227099637715	9.457767	4569225.0	4156557.975	5742321.625	5329710.5		-1		
2135	354.3405245260425	9.458218	4549479.0	3512727.875	4964736.75	4193653.2		-1		
2136	468.42307488095656	9.475264	0.0	0.0	0.0	0.0		49		
2137	336.3295172309029	9.458696	3348978.8	2746932.9	3644700.875	3177843.2		80		
2138	399.3989380714325	9.458716	2031608.6	1348781.375	1795865.3000000005	1571641.5		-1		
2139	468.425670445446	9.487907	2371150.5	2759289.125	2876874.65	2298505.0		49		
2140	368.42938638607455	9.484369	3049732.8	3272276.425	3431023.425	4510606.5		330		
2141	540.4528338310008	9.477431	10242206.0	10465153.0	10374198.5	11069141.0		6		
2142	270.2821028370967	9.479588	11615099.0	18398010.5	12885810.25	9303170.0		65	2142.0	amylamine-C12:0
2143	540.4523815860125	9.480121	10312788.0	10247798.25	10158298.5	10624266.0		6		
2144	368.4290312215349	9.488209	2982010.2	3317222.25	3388933.075	4211659.5		330		
2145	270.2822446251964	9.48462	12210005.0	17848651.5	13185228.5	9269743.0		65	2145.0	amylamine-C12:0
2146	308.2983111483213	9.4922495	4008448.2	5418689.7	4305418.375	2866023.8		80	2146.0	(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine
2147	308.29823688584133	9.493691	3260725.0	5363688.25	4054885.0	2765954.8		80		
2148	496.4262294523752	9.504639	11856352.0	11650160.75	11960446.5	11492920.0		6		
2149	609.2777828646665	9.504049	0.0	4315922.375	3775168.0	4651841.0		190	2149.0	3.10S-Hydroxypheophorbide a 
2150	496.425794566373	9.504551	11177068.0	11321049.75	11456008.75	11440418.0		6		
2151	621.2778941701879	9.507801	0.0	19347241.25	14225277.875	14789520.0		359		
2152	643.2602179688886	9.507801	0.0	6079442.625	3999953.975	4251998.0		-1		
2153	130.15282536676256	9.534127	0.0	79861.86499999999	79060.04000000001	153795.38		-1		
2154	468.4253315445189	9.515854	4329256.5	3602406.75	3602043.25	4317508.0		49		
2155	452.3997351487048	9.522833	10739035.0	10089219.5	10289849.0	10305806.0		6		
2156	452.3993665387643	9.521274	10118869.0	9960620.0	10251046.75	9901812.0		6		
2157	414.4350907219464	9.521213	598123.25	685681.35	668859.65	711508.2		9		
2158	551.4309639108113	9.523466	0.0	2532770.75	2445690.7	3064363.0		-1		
2159	408.3730669510664	9.530394	6600227.5	6276341.625	6650624.125	6426541.0		6		
2160	415.04736347331465	9.510455	5153206.0	5127123.375	5051877.625	4821414.0		9		
2161	468.4258266209149	9.543153	4556170.5	4182186.75	4211685.7	4432642.0		49		
2162	408.37266275879415	9.533735	6537102.0	6206165.375	6407397.25	6283900.0		6		
2163	364.3462754398409	9.540619	3027562.0	2831299.925	2874694.075	2914250.2		334		
2164	364.34593310715616	9.542337	2847544.2	2764551.4	2804941.25	2922120.5		334		
2165	1256.7824374053098	9.548637	0.0	1520329.8125	363231.665	1401846.9		61		
2166	468.42574244701177	9.546334	4556170.5	4167730.975	4164317.325	4432642.0		49		
2167	628.5068081422909	9.562159	2115006.0	2320316.75	2347053.875	2739262.5		6		
2168	628.5064864842761	9.57159	2115006.0	2317304.6	2245927.1	2707649.0		6		
2169	546.4936607841843	9.575906	747162.0	771582.175	736023.1749999999	745070.75		-1		
2170	130.16824797566014	9.620303	196831.9	144180.68	141516.965	212337.16		-1		
2171	584.4792553921719	9.5993805	3126301.2	3309821.05	3270794.9000000004	3844317.2		6		
2172	939.5590573839228	9.621865	0.0	1442222.325	787968.595	2909788.0		-1		
2173	355.0739866738715	9.657069	6452150.0	6695933.0	5200929.515000001	8032984.5		10	2173.0	(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid
2174	371.10543329314135	9.658022	9586237.0	10126960.5	10467773.75	12177632.0		10	2174.0	Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14
2175	540.4527935051744	9.62573	4147485.5	4196290.3	4247782.175	5038315.5		6		
2176	270.28229317978673	9.648964	1964709.2	3428553.6	3550924.95	4090538.2		65		
2177	496.42663842070255	9.646426	4832589.5	4844097.0	4782901.625	5007654.0		6		
2178	228.19843467384536	9.6488905	2002464.2	1992273.2	1963869.0	1958858.2		42		
2179	496.426473460269	9.649468	4832589.5	4815004.5	4785804.75	5001628.5		6		
2180	554.1822737022466	9.658872	8212580.5	8259581.625	8630323.375	9678738.0		69		
2181	554.1818927693029	9.658472	7710654.0	7720160.0	8117455.75	8678202.0		69		
2182	1084.705685875575	9.65887	0.0	1544297.3	658350.3775000001	1684769.9		61		
2183	322.0812177761907	9.661697	1320730.9	1303491.475	1377099.85	1570334.6		28		
2184	223.0661488544289	9.662126	2733743.5	2699825.15	2794412.375	3163327.2		91		
2185	355.0737090412401	9.662126	6072781.5	6259930.875	6484992.625	7180863.0		10	2185.0	(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid
2186	371.1051654395995	9.662126	9175080.0	9470668.25	9858985.0	10864847.0		10	2186.0	Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14
2187	582.2133264278133	9.662126	2299703.5	2003476.975	2263464.25	2114112.5		-1		
2188	248.06165320304	9.662554	2429484.0	2347501.225	2484442.95	2734418.8		28		
2189	559.1372511603668	9.662978	1632000.9	1539086.1	1677035.0499999998	1792586.0		-1		
2190	575.1110086242694	9.662554	2227299.5	2099113.85	2312599.125	2367866.0		-1		
2191	452.4002515402189	9.661741	4428447.5	4602242.2	4347218.875	5214113.5		-1		
2192	1089.6597781686346	9.665763	0.0	2042323.825	830297.4125000001	2439214.5		53		
2193	452.39984611184144	9.666012	4428447.5	4432008.875	4345135.875	5188994.0		-1		
2194	408.3732653409123	9.676202	3346615.5	3409838.925	3412273.5	3994127.2		6		
2195	593.2824116021237	9.673925	0.0	13622733.5	11617038.875	14200214.0		-1	2195.0	4.Phaeophorbide a
2196	408.372825289968	9.67708	3172184.5	3301810.6	3338221.475	3766059.8		6		
2197	554.1808084512126	9.677468	0.0	1595613.5	74747.0375	0.0		69		
2198	364.34600695697	9.685677	1885402.0	1884258.725	1963272.1	2153839.5		-1		
2199	1031.6192493792307	9.706664	0.0	1201562.3	414680.75	1504076.4		53		
2200	130.1529588253532	9.716687	187548.06	183448.5075	193580.13	147787.81		-1		
2201	409.3515150105421	9.724959	0.0	1057950.375	2096334.375	1597754.4		280		
2202	124.08853728658126	9.755378	2829020.5	1847685.425	1079547.75	2349464.8		-1		
2203	615.5862530880307	9.80115	2707175.0	1668089.825	2519224.575	2283084.2		99		
2204	415.047450461602	9.68918	4825367.5	4783218.75	4773257.5	5066444.5		9		
2205	296.2984007079093	9.760982	2867544.5	2473986.1	2771731.65	2583663.2		66		
2206	228.19858706037897	9.767127	3954239.8	3408464.55	3213917.8	2914438.5		71		
2207	130.16813339235645	9.763276	197893.44	226445.40500000003	206472.9475	234447.7		-1		
2208	228.1984079763517	9.771409	3483399.0	3207986.175	3132847.3	2060668.4		71		
2209	172.11753958020358	9.79067	5076484.5	5519845.125	5707924.0	4225193.0		17		
2210	172.1173801533644	9.788649	5291900.5	5258454.0	5249141.0	4262100.5		17		
2211	130.15304637998278	9.788138	209343.62	183929.1975	200999.0225	0.0		-1		
2212	130.16057367294104	9.864886	28581570.0	28647820.0	21376036.5	27283550.0		-1		
2213	615.5870533969769	9.870913	2908671.2	2662057.5	2744680.375	2283084.2		99		
2214	139.98948955796973	9.883542	11971920.0	11819102.75	10675381.5	13809775.0		26		
2215	184.98780622579287	9.885368	8406499.0	8758884.75	8070512.25	9809402.0		176	2215.0	Asperlactone
2216	275.2037668798002	9.850244	0.0	4271972.575	1437480.005	4774671.0		38	2216.0	71606-07-0
2217	613.4168673937183	9.850244	0.0	47708246.0	15100919.625	50649090.0		13		
2218	1049.668316250767	9.850244	0.0	11623525.25	3532507.29	12745283.0		61		
2219	1066.6940929685145	9.850244	0.0	174479248.5	52221312.5	187243730.0		61		
2220	1071.6486590259717	9.850244	0.0	249011392.5	85993490.0	311169600.0		53		
2221	1087.624445669892	9.850244	0.0	36056412.5	12957869.175	46171904.0		-1		
2222	1094.7263077590794	9.850244	0.0	57117074.5	17838989.4	71752110.0		61		
2223	338.34554784828686	9.870368	4326573.0	4230754.675	3975435.1	5488746.0		66	2223.0	Spectral Match to 13-Docosenamide, (Z)- from NIST14
2224	437.2586903795631	9.850865	0.0	2909540.0	993629.06	3165403.2		-1		
2225	595.4059451832459	9.850244	0.0	5510754.55	1792902.15	5426276.0		13		
2226	349.2412993749586	9.852712	0.0	1322943.025	569153.4875	1856662.0		13		
2227	708.5191084251256	9.910434	2848619.5	2681821.35	2653825.925	2649985.8		62		
2228	124.08857289348585	9.881747	2267655.8	2519495.725	2057266.35	2331950.2		-1		
2229	393.2106191753928	9.904659	2885552.5	2741066.675	2781595.1	2872301.0		9		
2230	665.4442997701892	9.881882	0.0	2435617.675	1378632.285	3510135.5		-1		
2231	528.4457690416674	9.884387	169102.42	1933526.85	3828249.925	3390990.0		-1		
2232	505.371023603356	9.883753	0.0	1406767.775	2803223.45	2183768.8		-1		
2233	406.3339992240749	9.894538	2407311.5	2382260.875	2390979.575	2597317.2		19		
2234	338.3453091281767	9.881004	4157264.8	4792000.375	3955669.55	5363614.5		66	2234.0	Spectral Match to 13-Docosenamide, (Z)- from NIST14
2235	130.15293041992427	9.88577	209343.62	158837.265	203466.9225	224293.64		-1		
2236	130.16810629498815	9.890626	211518.11	225235.3525	232800.515	205391.28		-1		
2237	393.21032149317926	9.91083	2746692.8	2651345.85	2698866.25	2639237.5		9		
2238	144.9838318990449	9.923295	19633460.0	20388836.0	19728896.5	21271366.0		-1		
2239	146.98201305191537	9.93655	9072051.0	9681005.5	9166878.0	9916495.0		-1		
2240	708.5191175073954	9.919412	2848619.5	2647654.8	2624614.825	2682859.5		62		
2241	406.3337940084987	9.921578	1719665.5	2071573.7	2215870.025	2541901.8		19		
2242	1117.6931508791422	9.973791	0.0	1858004.35	1956256.14	1224385.2		53		
2243	130.16060718766755	9.938175	30947340.0	22192636.5	29810018.5	30711906.0		-1		
2244	1087.6436100386743	9.953232	0.0	3644759.05	1739499.325	4004660.8		-1		
2245	1073.6651402637035	9.953849	0.0	13547607.75	7598195.55	16303769.0		53		
2246	1089.6491721684015	9.954469	0.0	4384803.2	2379895.075	5121402.5		-1		
2247	1082.6909741776751	9.955088	0.0	3012518.7	1354178.4	3159388.0		61		
2248	613.4173426803908	9.95633	0.0	6505079.625	3845104.825	7763981.0		13		
2249	784.5869897932074	9.95533	2088215.6	2336415.1	2255504.9	2544199.2		185		
2250	1068.7107653677683	9.956954	0.0	5387202.625	3000807.7	6667044.5		61		
2251	1073.6665439042763	9.953848	0.0	14101118.75	7917476.75	17981490.0		53		
2252	615.5870383891789	9.970971	5060621.5	5105587.7	4922312.7	3474212.0		-1		
2253	758.5775013034676	9.960561	960215.25	1621762.9349999998	1825376.1375	3548198.8		87	2253.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14
2254	226.95290455941287	9.978529	0.0	0.0	0.0	0.0		109		
2255	615.5835063476205	9.978529	0.0	0.0	0.0	0.0		99		
2256	238.9098843668968	9.964691	2183312.0	2112283.475	2230455.425	2159171.2		-1		
2257	306.89834720365343	9.963831	4741535.0	4554697.0	4917223.75	4421380.5		230		
2258	158.96600423134683	9.966351	1941358.1	1936732.8	1959034.075	1915819.2		-1		
2259	226.01352704909425	9.983964	0.0	0.0	0.0	0.0		109		
2260	226.95419957090124	9.966685	6157666.5	5802492.75	5854274.0	5381991.0		109		
2261	740.5611496817047	9.977793	3036852.2	3270868.575	3141113.625	3182794.8		185		
2262	139.9895160620288	9.983553	12662467.0	11762700.75	11600757.5	11320582.0		228		
2263	181.0164849711201	9.969444	6194135.5	6227136.375	4546616.875	5829644.5		32		
2264	226.0147838058678	9.9971695	4520785.5	3370136.375	4333588.2	4302205.5		109		
2265	740.5603535701816	9.979627	2998774.5	3270772.45	3118069.1	3164214.5		185		
2266	827.4811436936883	9.995556	0.0	1539956.6750000005	1396231.3	2228330.0		-1		
2267	811.5060255565218	9.996805	0.0	8528984.875	7164451.0	12780160.0		53		
2268	509.5100559115489	9.9904585	386107.16	348511.1025	345792.19	348957.4		156		
2269	696.5333796567038	10.00478	4205241.5	4425455.55	4365805.55	4651299.5		185		
2270	696.5339853299332	10.000568	4264078.5	4497107.25	4475021.875	5036578.0		185		
2271	1117.6928171406091	10.013606	0.0	4455108.05	1939951.75	5037609.5		53		
2272	124.08851994838577	10.059011	2111725.5	3665268.475	3090087.825	3539859.8		-1		
2273	184.9877038357491	10.015845	9653593.0	9134376.25	9233044.0	9000334.0		176	2273.0	Asperlactone
2274	652.5073495195669	10.025843	4918433.0	4949938.375	4905760.875	5058132.0		185		
2275	144.98395438789635	10.07463	21287028.0	21500325.5	23348522.5	22082660.0		228		
2276	146.98214121709984	10.059328	10017723.0	9878896.75	10695872.25	10279938.0		-1		
2277	652.5067673155385	10.028201	4925017.5	5017612.625	4843269.875	4991843.5		185		
2278	613.4162303860523	10.035325	0.0	2732548.875	1779047.15	3350168.5		13		
2279	1087.6255958028346	10.02173	0.0	5275112.7575	3463778.75	6824202.5		-1		
2280	1094.7274720091284	10.035325	0.0	4469236.875	3196500.95	6236748.0		61		
2281	1066.6956754367843	10.035943	0.0	8655292.375	5495846.425	11003437.0		61		
2282	1071.6508274253506	10.035943	0.0	30031512.5	19653228.0	38628988.0		53		
2283	130.1529614615749	10.093719	256681.62	255009.4375	178726.965	253890.36		-1		
2284	608.4803414364702	10.04854	3957493.8	4061359.0	4169750.625	4691195.0		185		
2285	139.98951928343726	10.038793	12784064.0	11829211.0	11949876.0	11320582.0		136		
2286	608.4796778511042	10.051151	3904171.2	4075325.25	4057172.75	4368447.5		185		
2287	184.982924562877	10.086673	0.0	33503.5	0.0	0.0		176	2287.0	Asperlactone
2288	130.16819230291117	10.092054	289720.53	275116.72	289787.945	264729.3		-1		
2289	564.4529600222105	10.073294	2421731.8	2458162.075	2504964.45	2413356.0		185		
2290	284.2978562448462	10.075397	34078896.0	39384588.5	49568695.0	50754884.0		65		
2291	284.29805634245685	10.071292	41613588.0	39384396.5	55466808.5	55119412.0		65	2291.0	Spectral Match to Octadecanamide from NIST14
2292	520.426412355913	10.089878	2080056.0	2350431.5	2364827.85	2386460.5		185		
2293	309.2824860583464	10.094071	3354202.8	3593377.8	3857856.725	3507305.5		120	2293.0	albocycline
2294	309.2821925575856	10.095448	3475828.2	3573144.925	3706487.0	3524484.8		120		
2295	481.3549473922531	10.096312	540062.7	663365.0575000001	672389.0349999999	697678.5		-1		
2296	476.3997952539096	10.098018	1018548.9	1231877.3850000002	1162186.35	1216079.2		185		
2297	382.3723426069215	10.102262	582111.6	4461974.725	6428631.625	4821686.5		178		
2298	437.3288081831168	10.10867	991346.2	1217004.035	1156932.275	1216098.1		-1		
2299	146.98196431358485	10.107404	10329119.0	9975971.5	10195983.75	10498714.0		-1		
2300	144.98378496540312	10.107834	22588826.0	21465857.5	22071246.0	23069372.0		-1		
2301	130.15464778195312	10.129561	198196.9	105735.345	150005.64500000002	0.0		-1		
2302	310.31404850878664	10.121905	11701386.0	17049777.0	19230418.0	20048752.0		66		
2303	310.31377296794545	10.12443	10561118.0	16316845.75	17876914.0	17778324.0		66	2303.0	(2R,6R)-2-methyl-6-pentadecylpiperidine
2304	683.2920736079685	10.129324	0.0	3598812.375	4881063.1	5281494.5		-1		
2305	661.3099844269576	10.129948	0.0	9014834.75	12850360.0	12905065.0		150		
2306	124.08852037093098	10.157697	3911122.2	3635972.45	4570842.25	0.0		-1		
2307	130.15296146461378	10.132873	256681.62	243926.925	245199.9925	234925.69		-1		
2308	467.39471130626623	10.134306	0.0	1392469.9249999998	2477280.05	2317588.8		280		
2309	539.4135738084877	10.134306	0.0	3318256.125	6331415.625	5674163.0		-1		
2310	623.2937764923441	10.136791	0.0	2626448.55	2007528.275	1893138.0		-1		
2311	130.16676277739617	10.156219	256921.8	96943.35	278783.265	249188.38		-1		
2312	126.10416152116208	10.152134	971513.8	1337490.6625	1673175.025	0.0		184		
2313	409.1877961739881	10.189903	150988180.0	146590387.5	150151425.0	142196930.0		9		
2314	172.11743586982485	10.192422	79344600.0	73771575.0	74096939.5	70246264.0		17		
2315	204.08994301507872	10.192041	16062102.0	15122243.5	15145803.0	15284299.0		161		
2316	471.1107844042629	10.195017	34232416.0	33855418.5	33585753.5	33306554.0		9	2316.0	4-(3,4-dihydroxyphenyl)-7-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one
2317	612.2706041875304	10.192924	16274657.0	16181892.25	16319832.25	16035898.0		9		
2318	879.2910177227571	10.193421	6939516.0	7611979.375	7435701.625	7571855.5		89		
2319	172.11730835203906	10.194831	73780180.0	71031198.5	72109720.0	64883764.0		17		
2320	280.0346337942772	10.194831	3019324.0	3172047.85	3071545.7	2880717.5		161		
2321	409.1874495555903	10.194831	144598480.0	142764300.0	143730722.5	134142744.0		9		
2322	471.1102952495049	10.194829	32653828.0	33752655.0	33694640.0	31939496.0		9	2322.0	4-(3,4-dihydroxyphenyl)-7-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one
2323	482.2779360484042	10.194412	2312810.8	2429252.175	2423692.625	2382192.8		-1		
2324	204.08973976467524	10.195669	15062094.0	14574636.75	14753180.25	13643113.0		161		
2325	236.0621180173449	10.195669	2348181.2	2670360.975	2511572.9	2598799.0		9		
2326	879.2901888469667	10.195672	6724679.5	7167128.625	7131870.625	7332805.0		89		
2327	612.2700252654186	10.196089	14734387.0	15293769.75	14809609.25	14803990.0		9		
2328	1071.6502099630848	10.196829	0.0	2631698.825	2257128.15	3629250.0		53		
2329	124.08856703186692	10.229993	4859701.0	5362793.125	4364059.25	5610946.0		-1		
2330	153.11527505878416	10.214742	1233939.6	1855409.975	1755294.2000000002	2065110.6		340		
2331	126.1039762666151	10.244854	0.0	782650.5	0.0	0.0		133		
2332	336.3295892330237	10.231056	2375832.8	3387088.2	2724227.625	4355566.5		80		
2333	641.4488059905784	10.236803	0.0	17321329.75	5221343.225	19594144.0		13		
2334	1077.6994679419795	10.236803	0.0	4625372.45	1354307.925	4720270.0		61		
2335	1094.726739361826	10.236803	0.0	77323450.5	20922271.125	81637830.0		61		
2336	1099.6812023882765	10.236803	0.0	161913205.0	49392925.0	198560160.0		53		
2337	1115.6568885285808	10.236803	0.0	24876193.5	8017460.350000001	30868916.0		-1		
2338	1122.758347035053	10.236803	0.0	28065312.75	7515482.925	32018256.0		61		
2339	623.4381532668452	10.236787	0.0	3799547.0	1068202.41	4216352.5		13		
2340	126.10417755921937	10.257799	1163907.9	1767386.6	1380001.85	2084517.2		-1		
2341	151.0990240827217	10.2836275	0.0	335569.45	204281.075	0.0		-1		
2342	153.11489246180125	10.285176	0.0	0.0	0.0	0.0		340		
2343	424.4562924797192	10.281005	5312148.5	9110991.11	10006219.875	14832651.0		138		
2344	621.4199427907486	10.284962	0.0	2659848.6	4112096.25	3876051.2		143		
2345	568.433333573809	10.288046	0.0	24170357.0	40331584.0	41250356.0		36		
2346	1073.6652450233084	10.288045	0.0	2525462.9	1467697.45	3573663.2		53		
2347	628.2020645142835	10.328331	14678930.0	9409670.7375	8121817.825	14061775.0		69	2347.0	NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one
2348	408.38884955851177	10.298511	728509.3	10805651.225	16417508.5	13104442.0		178		
2349	430.3711335210307	10.298512	179232.31	2567641.88	3881369.3	3058265.0		-1		
2350	371.1055175352983	10.336348	5448871.5	4908792.625	4166008.715	5160429.5		10	2350.0	Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14
2351	124.0883903728337	10.324354	7812176.5	4776744.875	3973981.75	7106020.0		154		
2352	424.4542353085813	10.292309	0.0	0.0	0.0	0.0		138		
2353	396.3881860021817	10.312484	1800127.1	9050281.2	12470552.25	9195661.0		178		
2354	130.15293197918393	10.3383665	341469.06	226011.1075	286247.615	305131.84		-1		
2355	1101.697782956877	10.323968	0.0	2205552.025	1057373.625	2783317.5		53		
2356	628.2020286820344	10.337293	14678930.0	14093325.75	15451412.5	14061775.0		69	2356.0	NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one
2357	126.1041558884857	10.327946	1598513.6	2537068.175	2512902.45	1807071.4		273		
2358	628.2015287564333	10.337292	12951456.0	13374983.25	14517616.0	13208165.0		69	2358.0	NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one
2359	248.06165647649345	10.343601	2036517.2	2220727.15	2494987.725	2316277.2		28		
2360	355.0737343095092	10.343601	5212831.5	5491749.5	5978003.125	5425641.0		10	2360.0	(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid
2361	371.1052153621649	10.343178	4627958.5	4770750.25	5170886.875	4924534.0		10	2361.0	Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14
2362	355.0740662646274	10.341431	6178297.5	5741265.5	6213471.25	5582448.5		10	2362.0	(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid
2363	130.154578277103	10.359478	0.0	183360.31	238871.43	304115.66		-1		
2364	410.4040777793708	10.354853	2615329.2	5070574.05	5760200.625	5415372.0		178		
2365	640.5908446734924	10.381992	0.0	0.0	0.0	0.0		60		
2366	951.5759523193038	10.369595	0.0	4757323.75	1689805.4525	4861352.5		53		
2367	787.5060487169129	10.370213	0.0	3420793.175	1177780.7999999998	3924454.0		53		
2368	607.2980742606965	10.370213	0.0	207882410.0	154050598.5	171840220.0		359		
2369	629.2806276903414	10.370213	0.0	46541733.0	33514173.75	40264028.0		-1		
2370	645.2549643480561	10.370213	0.0	12433211.75	8881609.25	10497176.0		-1		
2371	1213.590073042256	10.369766	0.0	2789869.875	1227242.2	1487015.9		151		
2372	606.292149265467	10.371444	0.0	4649480.875	4294891.075	5406451.0		359		
2373	666.6068298390593	10.375834	0.0	0.0	0.0	0.0		60		
2374	146.98211992496374	10.426526	10946555.0	11021170.25	10783918.0	12067170.0		-1		
2375	640.5947738291419	10.387711	10854363.0	11349868.25	11520347.5	12523637.0		60		
2376	666.6107639311638	10.390471	5536049.0	5946592.125	5910132.5	7152525.0		60		
2377	1094.727305104154	10.386202	0.0	2666837.0	1373576.9375	3493297.5		61		
2378	1099.6826400522489	10.38682	0.0	8891277.75	5041731.525	12373825.0		53		
2379	130.16812093815025	10.411451	392955.12	356860.9425	378185.935	359468.94		-1		
2380	744.5911045223648	10.387879	2809097.5	3425791.85	3210092.75	3389470.5		6		
2381	926.5943711967356	10.397935	0.0	2141152.4000000004	3766860.15	2563979.0		33		
2382	931.5495164408452	10.397939	0.0	2694591.725	4525367.2	3210159.5		53		
2383	124.08843550114116	10.425658	14183393.0	1822526.375	7383539.0	10103388.0		154		
2384	700.5611749012347	10.427522	0.0	0.0	0.0	0.0		6		
2385	144.98393263195914	10.44359	24039692.0	23902748.0	24236001.5	25704870.0		-1		
2386	700.5648360294763	10.413734	3190002.0	3344739.7	3268421.125	3433616.5		6		
2387	153.115217249421	10.4150715	0.0	2736204.675	2006683.075	3016507.5		82		
2388	666.6106334215659	10.395698	5607983.5	5939669.125	5995363.875	7306424.5		60		
2389	415.0453550953808	10.459641	0.0	1109028.25	1106375.375	0.0		9		
2390	640.5948288496834	10.3924055	10905192.0	11472254.5	11682071.0	12792925.0		60		
2391	126.10417646517011	10.422224	1861683.5	2696107.45	1532020.2	3491997.5		184		
2392	656.5381470799545	10.437405	3280909.0	3558699.125	3459644.0250000004	3415591.5		6		
2393	144.98339335896512	10.459534	0.0	11723634.5	0.0	24000492.0		-1		
2394	146.98150564686196	10.475478	0.0	2782440.25	0.0	11104001.0		-1		
2395	612.5116568101971	10.456373	3196794.5	3651056.175	3445978.325	3738864.0		276		
2396	612.5105059334599	10.461133	3143214.8	3571846.05	3361000.3	3539577.8		276		
2397	568.4835805613524	10.482403	3208644.0	2359913.575	3276338.225	3242307.5		-1		
2398	607.3005415227364	10.490221	0.0	2754179.7	2239964.3875	2102334.2		-1		
2399	610.1909882649916	10.514055	20213300.0	18616428.5	18746763.5	19975162.0		-1		
2400	524.457372718126	10.49656	2558397.2	2638845.95	2578792.7	2579015.2		142		
2401	130.1546726969038	10.503731	224128.95	281901.87249999994	204791.135	0.0		-1		
2402	126.10419046999574	10.52234	5529576.5	3564081.175	3246971.5250000004	2965035.0		273		
2403	153.11536239951653	10.536111	4879151.5	3469576.125	2420300.5	3851052.5		82		
2404	422.4053131106797	10.513917	0.0	5328697.55	7356464.75	6186883.0		178		
2405	524.4558156113266	10.518896	0.0	138326.575	0.0	0.0		142		
